Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Banda ancha fija,Dial up,Accesos por cada 100 hogares,Accesos por cada 100 hab
2023,1,Corrientes,29577.0,81116.0,30016.0,11071.0,5240.0,157016,4.0,52.05,13.71
2023,1,Entre Ríos,51084.0,141699.0,44508.0,26415.0,11172.0,274856,22.0,64.79,19.37
2023,1,Formosa,12502.0,17421.0,13345.0,17490.0,227.0,60985,0.0,38.79,9.87
2023,1,Jujuy,15306.0,51082.0,46271.0,4067.0,1255.0,117981,0.0,58.2,14.88
2023,1,La Pampa,7049.0,59944.0,28126.0,20103.0,1282.0,116333,171.0,96.55,31.81
2023,1,La Rioja,4652.0,54604.0,20722.0,6395.0,32.0,86401,4.0,79.74,21.23
2023,1,Mendoza,37646.0,73678.0,152534.0,27592.0,1569.0,292242,777.0,51.4,14.34
2023,1,Misiones,30455.0,82834.0,56619.0,12896.0,7881.0,190685,0.0,53.97,14.7
2023,1,Neuquén,28030.0,72639.0,32296.0,23937.0,3510.0,159944,468.0,78.55,23.38
2023,1,Río Negro,33604.0,49128.0,45329.0,16857.0,19413.0,163783,548.0,69.16,21.27
2023,1,Salta,33427.0,96922.0,56259.0,12269.0,6549.0,205421,5.0,57.67,13.97
2023,1,San Juan,38568.0,21215.0,12798.0,21912.0,7274.0,101486,281.0,49.75,12.67
2023,1,San Luis,6283.0,42789.0,6952.0,78954.0,485.0,135281,182.0,90.17,25.8
2023,1,Santa Cruz,9702.0,23839.0,12217.0,3660.0,943.0,50163,198.0,43.42,12.92
2023,1,Santa Fe,138935.0,405618.0,283988.0,43487.0,14246.0,886164,110.0,78.13,24.57
2023,1,Santiago Del Estero,11642.0,80407.0,16656.0,6916.0,2934.0,118553,2.0,47.55,11.8
2023,1,Tierra Del Fuego,12754.0,43146.0,405.0,157.0,651.0,56801,312.0,104.23,30.9
2023,1,Tucumán,55822.0,19482.0,180976.0,4293.0,527.0,261070,30.0,60.34,14.95
2022,4,Buenos Aires,325908.0,2767247.0,1499149.0,129910.0,72451.0,4788466,6199.0,78.94,26.72
2022,4,Capital Federal,138753.0,1238196.0,138548.0,4603.0,31826.0,1549781,2145.0,122.73,50.35
2022,4,Catamarca,8952.0,10998.0,47337.0,1379.0,2243.0,70908,1.0,65.77,16.73
2022,4,Chaco,24582.0,61265.0,47285.0,7957.0,2574.0,143658,5.0,43.62,11.66
2022,4,Chubut,45450.0,73923.0,9815.0,30721.0,8850.0,167855,904.0,85.57,26.23
2022,4,Córdoba,152265.0,456947.0,367393.0,61631.0,11424.0,1049592,68.0,89.03,27.26
2022,4,Corrientes,34038.0,80283.0,26752.0,9082.0,5298.0,155449,4.0,51.64,13.6
2022,4,Entre Ríos,55507.0,135746.0,40798.0,26414.0,12509.0,270952,22.0,64.01,19.14
2022,4,Formosa,13735.0,17068.0,13118.0,17692.0,227.0,61840,0.0,39.41,10.03
2022,4,Jujuy,17880.0,52390.0,42626.0,4067.0,1255.0,118218,0.0,58.46,14.95
2022,4,La Pampa,7785.0,60566.0,24552.0,19995.0,1266.0,113993,171.0,94.8,31.23
2022,4,La Rioja,6120.0,54387.0,19328.0,6395.0,32.0,86258,4.0,79.86,21.26
2022,4,Mendoza,37655.0,77814.0,147080.0,27607.0,1948.0,291327,777.0,51.36,14.33
2022,4,Misiones,33204.0,87202.0,46885.0,11075.0,7903.0,186269,0.0,52.85,14.39
2022,4,Neuquén,28609.0,72679.0,31567.0,23815.0,3510.0,159712,468.0,78.67,23.41
2022,4,Río Negro,34043.0,48401.0,43958.0,16277.0,19413.0,161544,548.0,68.42,21.04
2022,4,Salta,36939.0,97023.0,53470.0,11884.0,6544.0,205855,5.0,57.96,14.04
2022,4,San Juan,38570.0,22913.0,12491.0,21912.0,7940.0,103545,281.0,50.88,12.96
2022,4,San Luis,6283.0,43460.0,3409.0,81557.0,511.0,135028,192.0,90.27,25.83
2022,4,Santa Cruz,9702.0,23876.0,12217.0,3746.0,662.0,50005,198.0,43.53,12.95
2022,4,Santa Fe,163621.0,412157.0,248558.0,44113.0,19242.0,887581,110.0,78.4,24.65
2022,4,Santiago Del Estero,13577.0,80955.0,15117.0,6911.0,2934.0,119492,2.0,48.05,11.92
2022,4,Tierra Del Fuego,12754.0,41293.0,405.0,157.0,651.0,54948,312.0,101.44,30.07
2022,4,Tucumán,69441.0,20668.0,168717.0,4069.0,527.0,263392,30.0,61.04,15.12
2022,3,Buenos Aires,339648.0,2748325.0,1436433.0,126846.0,70416.0,4715469,6199.0,78.11,26.37
2022,3,Capital Federal,140791.0,1240125.0,129218.0,5758.0,31787.0,1545534,2145.0,122.28,50.22
2022,3,Catamarca,10010.0,10495.0,46224.0,1329.0,2235.0,70292,1.0,65.33,16.62
2022,3,Chaco,27164.0,61800.0,44645.0,8178.0,2359.0,144141,5.0,43.86,11.72
2022,3,Chubut,45377.0,72212.0,9574.0,29784.0,8831.0,164874,904.0,84.38,25.86
2022,3,Córdoba,163770.0,465461.0,338570.0,61070.0,9797.0,1038600,68.0,88.31,27.04
2022,3,Corrientes,36508.0,77140.0,18619.0,7256.0,5323.0,144842,4.0,48.21,12.69
2022,3,Entre Ríos,60345.0,132952.0,36971.0,26098.0,12593.0,268937,22.0,63.67,19.04
2022,3,Formosa,14470.0,25880.0,11041.0,16935.0,212.0,68537,1.0,43.76,11.14
2022,3,Jujuy,19257.0,52978.0,40172.0,4033.0,2383.0,118823,0.0,58.91,15.06
2022,3,La Pampa,7796.0,60078.0,23551.0,20216.0,4451.0,115921,171.0,96.59,31.82
2022,3,La Rioja,6842.0,53899.0,19697.0,6395.0,31.0,86860,4.0,80.66,21.47
2022,3,Mendoza,37659.0,78858.0,142615.0,27625.0,2766.0,288746,777.0,51.03,14.24
2022,3,Misiones,35513.0,88902.0,39046.0,11074.0,7622.0,182157,0.0,51.82,14.11
2022,3,Neuquén,29352.0,75815.0,29396.0,27482.0,1116.0,162693,468.0,80.37,23.92
2022,3,Río Negro,35552.0,48260.0,41017.0,16760.0,18969.0,160010,548.0,67.98,20.91
2022,3,Salta,40006.0,96984.0,50254.0,10082.0,7215.0,204536,5.0,57.76,13.99
2022,3,San Juan,38570.0,22723.0,12328.0,21860.0,7918.0,103118,281.0,50.8,12.94
2022,3,San Luis,6860.0,29363.0,248.0,70614.0,14985.0,121888,182.0,81.74,23.39
2022,3,Santa Cruz,10170.0,24047.0,10815.0,3896.0,582.0,49312,198.0,43.19,12.85
2022,3,Santa Fe,183740.0,426255.0,215189.0,43079.0,19547.0,887700,110.0,78.55,24.7
2022,3,Santiago Del Estero,15385.0,80937.0,13170.0,6618.0,2922.0,119030,2.0,47.98,11.91
2022,3,Tierra Del Fuego,12754.0,39963.0,403.0,125.0,651.0,53584,312.0,99.51,29.5
2022,3,Tucumán,77738.0,18518.0,162345.0,3997.0,519.0,263087,30.0,61.14,15.14
2022,2,Buenos Aires,350652.0,2719613.0,1399043.0,126847.0,71028.0,4660984,6199.0,77.58,26.12927127832741
2022,2,Capital Federal,145491.0,1232226.0,121506.0,5757.0,31791.0,1534626,2145.0,121.31,49.873561256261084
2022,2,Catamarca,11928.0,9430.0,42087.0,1329.0,2234.0,67007,1.0,62.4,15.871790195247085
2022,2,Chaco,29552.0,61284.0,42194.0,8178.0,2356.0,143559,5.0,43.79,11.70254390369554
2022,2,Chubut,45377.0,69242.0,9574.0,29784.0,8828.0,161901,904.0,83.19,25.499919336270644
2022,2,Córdoba,179181.0,467595.0,308895.0,61107.0,9657.0,1026367,68.0,87.48,26.781590841133493
2022,2,Corrientes,38468.0,75769.0,18181.0,7256.0,5323.0,144993,4.0,48.35,12.732146965383649
2022,2,Entre Ríos,63794.0,131029.0,35839.0,26098.0,12592.0,269330,22.0,63.9,19.10468595065942
2022,2,Formosa,15397.0,25487.0,9875.0,16910.0,212.0,67881,0.0,43.42,11.049814591140093
2022,2,Jujuy,20303.0,54495.0,34184.0,3955.0,2377.0,115314,0.0,57.32,14.656913524540677
2022,2,La Pampa,7796.0,59273.0,22994.0,20200.0,1264.0,111356,171.0,92.98,30.632721559665786
2022,2,La Rioja,7759.0,52656.0,19189.0,6395.0,31.0,86026,4.0,80.14,21.331409216914373
2022,2,Mendoza,37663.0,77504.0,135504.0,26964.0,1927.0,278785,777.0,49.39,13.782233784570575
2022,2,Misiones,37208.0,89260.0,33649.0,11074.0,7622.0,178813,0.0,51.0,13.89002818196789
2022,2,Neuquén,29749.0,74905.0,28824.0,27371.0,1119.0,161500,468.0,80.02,23.81745752817118
2022,2,Río Negro,36050.0,47040.0,40946.0,16760.0,18968.0,159216,548.0,67.85,20.867543527383393
2022,2,Salta,42665.0,96178.0,47076.0,10068.0,7190.0,203172,5.0,57.54,13.936010557448652
2022,2,San Juan,38570.0,19734.0,12328.0,21859.0,7916.0,100126,281.0,49.46,12.597912455631214
2022,2,San Luis,6860.0,29034.0,248.0,70614.0,14985.0,121559,182.0,81.76,23.396972678771853
2022,2,Santa Cruz,10170.0,23725.0,10815.0,3896.0,579.0,48987,198.0,43.15,12.83962283852644
2022,2,Santa Fe,198492.0,428233.0,189503.0,43081.0,19550.0,878749,110.0,77.9,24.495906799164608
2022,2,Santiago Del Estero,16561.0,80338.0,11605.0,6618.0,2922.0,118042,2.0,47.7,11.836737968128928
2022,2,Tierra Del Fuego,12754.0,39837.0,403.0,125.0,651.0,53458,312.0,99.86,29.60495526496903
2022,2,Tucumán,85893.0,15327.0,148823.0,3997.0,487.0,254497,30.0,59.31,14.6914572899128
2022,1,Buenos Aires,392045.0,2728865.0,1242121.0,125521.0,66872.0,4549131,6293.0,76.07814661157262,25.563030152028354
2022,1,Capital Federal,102290.0,1217225.0,62308.0,5784.0,29934.0,1415378,2163.0,111.79786269174652,46.01434762144353
2022,1,Catamarca,14181.0,15517.0,29118.0,1328.0,2234.0,62377,1.0,58.20635083561171,14.805619574995312
2022,1,Chaco,32391.0,64546.0,36662.0,8164.0,2356.0,144114,5.0,44.05948009941883,11.775342040436145
2022,1,Chubut,44133.0,66667.0,9184.0,30592.0,21052.0,170701,927.0,88.05274093835774,26.988759663104396
2022,1,Córdoba,195610.0,501799.0,235838.0,60843.0,9713.0,1003729,74.0,85.75745356313551,26.255262218351167
2022,1,Corrientes,40462.0,79093.0,10875.0,6774.0,5374.0,142574,4.0,47.644635141502334,12.545281287312793
2022,1,Entre Ríos,67159.0,138986.0,23091.0,26098.0,12592.0,267904,22.0,63.70090347123158,19.04540527092108
2022,1,Formosa,16397.0,15927.0,5146.0,16876.0,202.0,54548,0.0,34.955686995751336,8.896427435598431
2022,1,Jujuy,21307.0,60616.0,25949.0,4662.0,3975.0,116509,0.0,58.06462866426784,14.847641828629394
2022,1,La Pampa,8003.0,58978.0,21739.0,19903.0,1109.0,109560,172.0,91.66332531408715,30.200415031402574
2022,1,La Rioja,9103.0,59228.0,9546.0,6395.0,31.0,84299,4.0,78.77459866564503,20.96917417226944
2022,1,Mendoza,49464.0,74145.0,123228.0,26969.0,1379.0,274399,786.0,48.73524093558345,13.5994765497552
2022,1,Misiones,39147.0,91752.0,25178.0,7807.0,7624.0,171508,0.0,49.04334199772953,13.357539336702546
2022,1,Neuquén,28443.0,73200.0,24193.0,23098.0,745.0,149208,471.0,74.17305509992715,22.07746042609429
2022,1,Río Negro,38662.0,45366.0,38037.0,16815.0,18494.0,156821,553.0,67.03640754987029,20.61822984084394
2022,1,Salta,44714.0,98667.0,40994.0,5950.0,7190.0,197510,5.0,56.10759340849759,13.588166053353753
2022,1,San Juan,34038.0,14449.0,11294.0,20723.0,7674.0,87888,290.0,43.54598160933163,11.092116468606637
2022,1,San Luis,7987.0,11296.0,31.0,71809.0,28721.0,119659,185.0,80.72423060601774,23.101656231687382
2022,1,Santa Cruz,10537.0,23420.0,10766.0,3974.0,405.0,48898,204.0,43.33842311053054,12.894297328809571
2022,1,Santa Fe,213486.0,444609.0,146552.0,45261.0,20571.0,870364,115.0,77.30458474758402,24.307396998934415
2022,1,Santiago Del Estero,18118.0,87979.0,1093.0,6349.0,2922.0,116459,2.0,47.17273839324049,11.706882132029497
2022,1,Tierra Del Fuego,13031.0,38700.0,416.0,124.0,340.0,52298,313.0,98.29055038672794,29.13865104068589
2022,1,Tucumán,92532.0,62396.0,86174.0,3995.0,487.0,245554,30.0,57.39003227231194,14.215533334298076
2021,4,Buenos Aires,426325.0,2706506.0,1176024.0,126887.0,73415.0,4502772,6385.0,75.66410602338475,25.36251411440295
2021,4,Capital Federal,111360.0,1205128.0,60005.0,5679.0,29947.0,1409935,2184.0,111.27002612891737,45.848510714562856
2021,4,Catamarca,16385.0,13858.0,25100.0,1512.0,2235.0,59089,1.0,55.2526999859741,14.054223759225387
2021,4,Chaco,35548.0,63145.0,34688.0,8005.0,2359.0,143740,5.0,44.04856389025934,11.772399458164147
2021,4,Chubut,46361.0,57412.0,9655.0,28041.0,18839.0,159364,944.0,82.57340063871433,25.309325144656967
2021,4,Córdoba,212011.0,487489.0,217214.0,61277.0,8779.0,986693,77.0,84.50941853046088,25.873153715537683
2021,4,Corrientes,42523.0,71183.0,10138.0,6778.0,5290.0,135908,4.0,45.51016102946347,11.983198552620907
2021,4,Entre Ríos,70459.0,133387.0,23452.0,25022.0,12726.0,265024,22.0,63.155361436165784,18.88227767661483
2021,4,Formosa,17211.0,15111.0,5151.0,16018.0,172.0,53663,0.0,34.4545746388443,8.768865242200624
2021,4,Jujuy,22330.0,60511.0,24156.0,2927.0,3991.0,113915,0.0,56.921070514870486,14.555241944242491
2021,4,La Pampa,8175.0,58000.0,20192.0,19286.0,1354.0,106834,173.0,89.56734270241313,29.509892061530994
2021,4,La Rioja,10387.0,56651.0,9446.0,6613.0,31.0,83124,4.0,77.9234900964576,20.742382050283958
2021,4,Mendoza,59842.0,71553.0,109667.0,24666.0,1859.0,266783,804.0,47.505317090317746,13.25625900699059
2021,4,Misiones,41778.0,92068.0,22035.0,7649.0,7602.0,171132,0.0,49.06462073058497,13.363319043268442
2021,4,Neuquén,29175.0,72761.0,23253.0,21531.0,746.0,146989,477.0,73.30016254020012,21.817563119077384
2021,4,Río Negro,42037.0,44495.0,32212.0,16558.0,18451.0,153189,564.0,65.69489961160652,20.205613568445425
2021,4,Salta,46972.0,99808.0,39555.0,5882.0,7188.0,199399,6.0,56.81442605762217,13.759337691497715
2021,4,San Juan,35868.0,13102.0,11072.0,11423.0,8493.0,79667,291.0,39.588851864871685,10.084133235970333
2021,4,San Luis,8472.0,11064.0,30.0,70560.0,28723.0,118662,187.0,80.29578283135379,22.97895624197615
2021,4,Santa Cruz,10790.0,22902.0,10031.0,4346.0,417.0,48276,210.0,43.05121466117346,12.808821353847454
2021,4,Santa Fe,233427.0,444373.0,128856.0,43556.0,16229.0,866265,176.0,77.08920179439227,24.23965799751964
2021,4,Santiago Del Estero,19032.0,86563.0,1088.0,6256.0,2922.0,115859,2.0,47.0459491943867,11.675440470480114
2021,4,Tierra Del Fuego,13317.0,38148.0,426.0,124.0,342.0,52042,315.0,98.40061644865433,29.171007839182543
2021,4,Tucumán,97830.0,59022.0,78790.0,2511.0,486.0,238609,30.0,55.92599102424391,13.852880446424063
2021,3,Buenos Aires,585729.0,2595485.0,885613.0,120228.0,64554.0,4246425,5184.0,71.68218940101933,23.96989190399953
2021,3,Capital Federal,142902.0,1192107.0,42966.0,6059.0,29371.0,1411797,1608.0,111.27105514250894,45.90038346526859
2021,3,Catamarca,18413.0,11709.0,22331.0,1568.0,2233.0,56253,1.0,52.709793486001274,13.407472376612356
2021,3,Chaco,38258.0,63659.0,27583.0,8018.0,2353.0,139868,3.0,42.96241007967663,11.48213456009956
2021,3,Chubut,49269.0,55794.0,8946.0,23376.0,18681.0,155266,800.0,80.70973847657562,24.738375502880167
2021,3,Córdoba,229275.0,477223.0,167495.0,57617.0,15178.0,946726,62.0,81.2845665540848,24.885957628675673
2021,3,Corrientes,44805.0,69403.0,7542.0,6766.0,5303.0,133816,3.0,44.90088312664412,11.8228555121759
2021,3,Entre Ríos,74443.0,128752.0,20485.0,23500.0,13195.0,260360,15.0,62.17940145385769,18.590565595869126
2021,3,Formosa,18093.0,14111.0,4730.0,15690.0,171.0,52795,0.0,33.962033540684324,8.643582187295351
2021,3,Jujuy,23554.0,60758.0,19926.0,2952.0,3968.0,111158,0.0,55.6892647441935,14.240381868423986
2021,3,La Pampa,9015.0,57881.0,17817.0,14479.0,1295.0,100371,116.0,84.27996309653611,27.767891191051227
2021,3,La Rioja,11329.0,54744.0,9444.0,6613.0,30.0,82157,3.0,77.26016061386845,20.565964530219404
2021,3,Mendoza,91474.0,71247.0,70579.0,21811.0,828.0,255320,619.0,45.54828468056102,12.710228113581037
2021,3,Misiones,43230.0,89469.0,10969.0,7198.0,7662.0,158528,0.0,45.57065365808786,12.411772581325813
2021,3,Neuquén,29650.0,73794.0,16455.0,19270.0,640.0,139436,373.0,69.70653344501615,20.74816202113861
2021,3,Río Negro,47934.0,44519.0,18725.0,15031.0,18376.0,144084,501.0,61.967213114754095,19.05925062746504
2021,3,Salta,49212.0,98318.0,36126.0,5724.0,6453.0,195831,2.0,55.964278059584196,13.55352602212216
2021,3,San Juan,40072.0,12922.0,6670.0,11372.0,8447.0,79227,256.0,39.4554480019856,10.050236642022515
2021,3,San Luis,8417.0,11884.0,27.0,68856.0,28680.0,117716,148.0,79.87043349212911,22.857408818789526
2021,3,Santa Cruz,12347.0,22961.0,6328.0,4269.0,3071.0,48779,197.0,43.74732028012005,13.016254371883871
2021,3,Santa Fe,245929.0,443156.0,93412.0,43447.0,15640.0,841433,151.0,75.01704762728227,23.58815244581783
2021,3,Santiago Del Estero,19939.0,85535.0,909.0,6147.0,2928.0,115457,1.0,47.0,11.660736690891678
2021,3,Tierra Del Fuego,12853.0,36958.0,6.0,16.0,390.0,49934,289.0,94.95386825985027,28.150170112829368
2021,3,Tucumán,104489.0,53868.0,70964.0,2408.0,743.0,232447,25.0,54.63604486100796,13.533446775711843
2021,2,Buenos Aires,603255.0,2503830.0,854173.0,113546.0,57547.0,4127167,5184.0,70.00330336027972,23.35247372787298
2021,2,Capital Federal,148989.0,1175097.0,41318.0,5580.0,29371.0,1398747,1608.0,110.14440203212098,45.48719048129489
2021,2,Catamarca,20305.0,9426.0,22331.0,1449.0,2233.0,55743,1.0,52.34030966263861,13.313748671467298
2021,2,Chaco,39826.0,62948.0,27584.0,8018.0,2353.0,140726,3.0,43.32762729293539,11.580041340539402
2021,2,Chubut,49271.0,41497.0,6081.0,23682.0,18706.0,138412,825.0,72.29410481936469,22.159781771420207
2021,2,Córdoba,239780.0,467782.0,151855.0,55944.0,15519.0,930818,62.0,80.11518795931242,24.528406291253745
2021,2,Corrientes,46648.0,67262.0,3731.0,6557.0,5303.0,129498,3.0,43.5411637336848,11.465064580129559
2021,2,Entre Ríos,77836.0,124957.0,17856.0,23786.0,13197.0,257617,15.0,61.660264464787886,18.435680632917915
2021,2,Formosa,19571.0,12509.0,3610.0,15690.0,171.0,51551,0.0,33.22548419322613,8.456293049570467
2021,2,Jujuy,24738.0,60800.0,19611.0,2731.0,3968.0,111848,0.0,56.182157011467694,14.366784069218694
2021,2,La Pampa,9017.0,57014.0,17132.0,13209.0,1295.0,97551,116.0,82.08000672325404,27.043558440191944
2021,2,La Rioja,11627.0,54255.0,9445.0,6245.0,30.0,81599,3.0,76.9786615851933,20.49158509575061
2021,2,Mendoza,91503.0,70834.0,44696.0,21811.0,827.0,229052,619.0,40.97324182617088,11.433847066800618
2021,2,Misiones,44960.0,87861.0,10376.0,5317.0,7662.0,156176,0.0,45.0128113119994,12.26014659485293
